"property name","property city","property state","zip code","property type","property subtype","year built","total units","occupancy %","monthly rent per unit","uw noi","most recent noi","appraised value","latitude","longitude","gross_rent_median","household_income_median","housing_units_occupancy_status_total_count","housing_units_occupied_count","state_name","cap_rate","cap_rate_rank_state","median_rent","rent_perc_diff","rent_affordability_ratio","rent_affordability_percentile","State Occupancy Rate"
"The Atlantic Brookhaven","Atlanta","GA","30329","Multifamily","Garden","1989",178,"0.949","1395","1662796.25","1616637.16","36100000","33.85337","-84.31466","1306","74664",4483873,4008013,"Georgia","0.04478219279778393352","40","1435.4418921562500000","-0.02817382743059016106","0.22420443587270973963","0.42857142857142855","0.89387299774101541235"
"Summit Place Phase III","Gainesville","GA","30501","Multifamily","Garden","2006",96,"0.927","1659","1015448.58","962779.71","21500000","34.32734","-83.80041","1306","74664",4483873,4008013,"Georgia","0.04478045162790697674","41","1435.4418921562500000","0.15574166329222288373","0.26663452266152362584","0.8412698412698413","0.89387299774101541235"
"The Atlantic Briarcliff","Atlanta","GA","30329","Multifamily","Garden","1986",214,"0.944","1588","2286710.89","2180444.5","49000000","33.80819","-84.33478","1306","74664",4483873,4008013,"Georgia","0.04449886734693877551","42","1435.4418921562500000","0.10627954268116331487","0.25522340083574413372","0.7777777777777778","0.89387299774101541235"
"The Park On Windy Hill","Marietta","GA","30060","Multifamily","Garden","1970",654,"0.901","1243.95","5320645.79","5426940","123400000","33.90192","-84.48933","1306","74664",4483873,4008013,"Georgia","0.04397844408427876823","43","1435.4418921562500000","-0.13340274740665421566","0.19992767598842815815","0.23809523809523808","0.89387299774101541235"
"Lullwater At Calumet","Newnan","GA","30263","Multifamily","Garden","2000",240,"0.9","1495","2761571.34","2501975.54","56900000","33.40171","-84.77312","1306","74664",4483873,4008013,"Georgia","0.04397145061511423550","44","1435.4418921562500000","0.04149113117653599227","0.24027643844423015108","0.6190476190476191","0.89387299774101541235"
"Morningside Courts","Atlanta","GA","30324","Multifamily","Garden","1990",172,"0.959","1514","1841872.41","1713483.67","39200000","33.80681","-84.3686","1306","74664",4483873,4008013,"Georgia","0.04371131811224489796","45","1435.4418921562500000","0.05472747331188996141","0.24333011893281902925","0.6349206349206349","0.89387299774101541235"
"Rosemont Peachtree Corners","Norcross","GA","30092","Multifamily","Garden","1983",440,"0.93","1355.51","4093669.2","4059426.25","93500000","33.95472","-84.25189","1306","74664",4483873,4008013,"Georgia","0.04341632352941176471","46","1435.4418921562500000","-0.05568451958454427901","0.21785760205721632915","0.36507936507936506","0.89387299774101541235"
"The Atlantic Vinings","Smyrna","GA","30080","Multifamily","Garden","1988",403,"0.943","1472","4475874.89","4143249","96500000","33.87069","-84.49555","1306","74664",4483873,4008013,"Georgia","0.04293522279792746114","47","1435.4418921562500000","0.02546819069689697701","0.23657987785278045644","0.5555555555555556","0.89387299774101541235"
"Tuscany At Lindbergh","Atlanta","GA","30324","Multifamily","Garden","2001",324,"0.951","2021","4398171.4","4243612","100300000","33.81899","-84.37088","1306","74664",4483873,4008013,"Georgia","0.04230919242273180459","48","1435.4418921562500000","0.40792881345001955878","0.32481517197042751527","0.9523809523809523","0.89387299774101541235"
"Cortland At The Village II","Smyrna","GA","30080","Multifamily","Garden","1983",241,"0.876","1631","1994643.26","2176725.95","51500000","33.89522","-84.48865","1306","74664",4483873,4008013,"Georgia","0.04226652330097087379","49","1435.4418921562500000","0.13623547488222756080","0.26213436194149791064","0.8253968253968254","0.89387299774101541235"
"The Atlantic Loring Heights","Atlanta","GA","30309","Multifamily","Garden","1990",278,"0.91","1454.45","2747696.9","2598177","62100000","33.79607","-84.39807","1306","74664",4483873,4008013,"Georgia","0.04183859903381642512","50","1435.4418921562500000","0.01324199046134633710","0.23375924140147862424","0.47619047619047616","0.89387299774101541235"
"The Stratford Apartments","Atlanta","GA","30342","Multifamily","Mid Rise","1990",269,"0.959","1468.64","3174662.25","2940681.58","70300000","33.90612","-84.37043","1306","74664",4483873,4008013,"Georgia","0.04183046344238975818","51","1435.4418921562500000","0.02312744808769753825","0.23603985856637737062","0.5238095238095238","0.89387299774101541235"
"Cumberland Pointe Apartments","Smyrna","GA","30080","Multifamily","Garden","1971",439,"0.911","1545","4389991.44","3989338.5","95800000","33.86013","-84.51603","1306","74664",4483873,4008013,"Georgia","0.04164236430062630480","52","1435.4418921562500000","0.07632361048009906894","0.24831243972999035680","0.6984126984126984","0.89387299774101541235"
"251 North","Atlanta","GA","30308","Multifamily","Garden","1989",192,"0.953","1476","1814938.51","1849117.31","45000000","33.77006","-84.37822","1306","74664",4483873,4008013,"Georgia","0.04109149577777777778","53","1435.4418921562500000","0.02825478904118202314","0.23722275795564127290","0.5714285714285714","0.89387299774101541235"
"Pineland Square Apartments","Hinesville","GA","31313","Multifamily","Garden","1983",76,"0.895","1280","448834.71","317880.81","7800000","31.81833","-81.61906","1306","74664",4483873,4008013,"Georgia","0.04075395000000000000","54","1435.4418921562500000","-0.10828852982878523739","0.20572163291546126647","0.2857142857142857","0.89387299774101541235"
"The Slate","Atlanta","GA","30331","Multifamily","Garden","2008",350,"0.94","1546.97","3210240.7","3201703.65","79100000","33.71831","-84.57011","1306","74664",4483873,4008013,"Georgia","0.04047665802781289507","55","1435.4418921562500000","0.07769601016465945416","0.24862905818064930890","0.7142857142857143","0.89387299774101541235"
"The Atlantic Ashford","Atlanta","GA","30319","Multifamily","Garden","1987",222,"0.959","1459.42","2081482.92","1959302","49000000","33.90068","-84.33192","1306","74664",4483873,4008013,"Georgia","0.03998575510204081633","56","1435.4418921562500000","0.01670433890412050692","0.23455801992928318869","0.49206349206349204","0.89387299774101541235"
"Vinings RiverVue","Atlanta","GA","30339","Multifamily","Garden","1973",427,"0.927","1534","4805003.52","4233779.18","107800000","33.87174","-84.45455","1306","74664",4483873,4008013,"Georgia","0.03927438942486085343","57","1435.4418921562500000","0.06866046503331519207","0.24654451944712311154","0.6666666666666666","0.89387299774101541235"
"Avalon Park Family","Atlanta","GA","30318","Multifamily","Garden","2008",175,"0.983","907.96","690375.95","695867.69","17800000","33.77548","-84.48138","1306","74664",4483873,4008013,"Georgia","0.03909369044943820225","58","1435.4418921562500000","-0.36747004183073737823","0.14592735454837672774","0.07936507936507936","0.89387299774101541235"
"Harbor Creek","Canton","GA","30115","Multifamily","Garden","2003",376,"0.918","1484.44","4159179.8","3735980","96100000","34.18232","-84.49884","1306","74664",4483873,4008013,"Georgia","0.03887596253902185224","59","1435.4418921562500000","0.03413451154762347048","0.23857923497267759563","0.6031746031746031","0.89387299774101541235"
"Glenwood Park Lofts","Atlanta","GA","30316","Multifamily","Mid Rise","2009",236,"0.898","1693.44","2670065.7","2446151.89","66200000","33.74403","-84.35261","1306","74664",4483873,4008013,"Georgia","0.03695093489425981873","60","1435.4418921562500000","0.17973427503651713094","0.27216972034715525554","0.8571428571428571","0.89387299774101541235"
"The Crossings At Holcomb Bridge","Roswell","GA","30076","Multifamily","Garden","1985",268,"0.959","1429.16","2551237.17","2224622.19","60800000","34.0266","-84.32939","1306","74664",4483873,4008013,"Georgia","0.03658918075657894737","61","1435.4418921562500000","-0.00437627757039586708","0.22969463195114111218","0.4603174603174603","0.89387299774101541235"
"Concord Apartments","Jefferson","GA","30549","Multifamily","Garden","2022",300,"0.96","1533","3744925.6","1950630.6","65700000","34.14558","-83.47156","1306","74664",4483873,4008013,"Georgia","0.02968996347031963470","62","1435.4418921562500000","0.06796381544724393054","0.24638379942140790743","0.6507936507936508","0.89387299774101541235"
"Cielo At Sweetwater","Austell","GA","30168","Multifamily","Garden","1967",100,"1","1345","1110585.26","436618.36","16700000","33.78759","-84.56484","1306","74664",4483873,4008013,"Georgia","0.02614481197604790419","63","1435.4418921562500000","-0.06300630673415323772","0.21616843458694953391","0.3492063492063492","0.89387299774101541235"
"Olmsted Savannah","Savannah","GA","31401","Multifamily","Mid Rise","2021",163,"0.95","2482.06","3479218.26","1326256.27","74300000","32.0842","-81.09957","1306","74664",4483873,4008013,"Georgia","0.01785001709286675639","64","1435.4418921562500000","0.72912607160403540132","0.39891674702667952427","0.9841269841269841","0.89387299774101541235"
"Oaks On Bandera","San Antonio","TX","78228","Multifamily","Garden","1970",207,"0.956521739","965.49","981692.13","1275826","17200000","29.46115","-98.56029","1339","76292",11890808,10747240,"Texas","0.07417593023255813953","1","1428.4425318633879781","-0.32409601474094401297","0.15186231846065118230","0.12637362637362637","0.90382756159211384121"
"Atria Canyon Creek","Plano","TX","75075","Multifamily","Independent Living","2007",213,"0.896713615","3939.103286","3237618.56","3729261","52700000","33.00512","-96.74886","1339","76292",11890808,10747240,"Texas","0.07076396584440227704","2","1428.4425318633879781","1.7576211139985324","0.61958317296702144393","0.9725274725274725","0.90382756159211384121"
"Stone Creek Apartments","Nacogdoches","TX","75965","Multifamily","Garden","1984",120,"0.967","853","688222.75","696817","9960000","31.65204","-94.64537","1339","76292",11890808,10747240,"Texas","0.06996154618473895582","3","1428.4425318633879781","-0.40284612018148840803","0.13416872018035967074","0.06593406593406594","0.90382756159211384121"
"Sunridge Apartments","Nacogdoches","TX","75965","Multifamily","Garden","1984",208,"0.952","847.52","1143207.18","1189401","17040000","31.6471","-94.63748","1339","76292",11890808,10747240,"Texas","0.06980052816901408451","4","1428.4425318633879781","-0.40668246632616067476","0.13330676873066638704","0.06043956043956044","0.90382756159211384121"
"Three Fountains Apartments","Dallas","TX","75231","Multifamily","Garden","1970",203,"0.941","1111.76","1842634.5","2137260","31100000","32.86783","-96.76022","1339","76292",11890808,10747240,"Texas","0.06872218649517684887","5","1428.4425318633879781","-0.22169777558378845546","0.17486918680857757039","0.27472527472527475","0.90382756159211384121"
"Allure Apartments","Corpus Christi","TX","78413","Multifamily","Garden","1975",208,"0.938","1092","1591574.5","1584778.63","23110000","27.69134","-97.39881","1339","76292",11890808,10747240,"Texas","0.06857544915620943315","6","1428.4425318633879781","-0.23553102372589137347","0.17176112829654485398","0.24725274725274726","0.90382756159211384121"
"Atria At The Arboretum","Austin","TX","78759","Multifamily","Independent Living","2009",172,"0.761627907","4680.111628","1825861.15","2746288","40400000","30.3917","-97.75782","1339","76292",11890808,10747240,"Texas","0.06797742574257425743","7","1428.4425318633879781","2.2763737592543149","0.73613667928485293347","0.9945054945054945","0.90382756159211384121"
"Franklin Park Sonterra","San Antonio","TX","78258","Multifamily","Independent Living","2010",202,"0.896","4617.59","3540158.15","4006492.24","59000000","29.61072","-98.49861","1339","76292",11890808,10747240,"Texas","0.06790664813559322034","8","1428.4425318633879781","2.2326046704702942","0.72630262674985581712","0.989010989010989","0.90382756159211384121"
"Village On The Park Onion Creek","Austin","TX","78748","Multifamily","Independent Living","2016",124,"0.927","4222.44","1900961.55","2082709.75","31700000","30.14092","-97.80034","1339","76292",11890808,10747240,"Texas","0.06570062302839116719","9","1428.4425318633879781","1.9559747107864901","0.66414932102972788759","0.978021978021978","0.90382756159211384121"
"Country Club Manor","Corpus Christi","TX","78413","Multifamily","Garden","1971",128,"0.945","1160","966831.64","957064.29","14680000","27.68708","-97.38661","1339","76292",11890808,10747240,"Texas","0.06519511512261580381","10","1428.4425318633879781","-0.18792672850003112932","0.18245687621244691449","0.31868131868131866","0.90382756159211384121"
"Vista Del Sol","Dallas","TX","75228","Multifamily","Garden","1973",243,"0.988","1098","1907536.27","2130986.8","32700000","32.81119","-96.68394","1339","76292",11890808,10747240,"Texas","0.06516779204892966361","11","1428.4425318633879781","-0.23133064473537429310","0.17270487075971268285","0.25274725274725274","0.90382756159211384121"
"Arbor Cove","Donna","TX","78537","Multifamily","Garden","2006",120,"0.992","1002.18","796145.88","879542","13600000",NULL,NULL,"1339","76292",11890808,10747240,"Texas","0.06467220588235294118","12","1428.4425318633879781","-0.29841069721393206654","0.15763330362292245583","0.15934065934065933","0.90382756159211384121"
"Crossing Place","College Station","TX","77840","Multifamily","Student","2002",384,"1","391","735855.81","957276.81","14900000","30.59315","-96.327","1339","76292",11890808,10747240,"Texas","0.06424676577181208054","13","1428.4425318633879781","-0.72627530245130359618","0.06150055051643684790","0.01098901098901099","0.90382756159211384121"
"Ledgestone Senior Living","Austin","TX","78737","Multifamily","Independent Living","2016",247,"0.947","4247.81","5713325.55","5697971.76","91000000","30.20686","-97.98512","1339","76292",11890808,10747240,"Texas","0.06261507428571428571","14","1428.4425318633879781","1.9737353132847265","0.66813977874482252399","0.9835164835164835","0.90382756159211384121"
"High Vista","El Paso","TX","79930","Multifamily","Garden","1975",242,"0.95","1042.86","1713701.72","1585840.61","26500000","31.82242","-106.46546","1339","76292",11890808,10747240,"Texas","0.05984304188679245283","15","1428.4425318633879781","-0.26993212765822626166","0.16403187752320033555","0.1978021978021978","0.90382756159211384121"
"Las Canteras Apartments","Pharr","TX","78577","Multifamily","Garden","2006",100,"0.97","606.25","279290.24","280372.74","4700000","26.12957","-98.18776","1339","76292",11890808,10747240,"Texas","0.05965377446808510638","16","1428.4425318633879781","-0.57558670616650333806","0.09535731138258270854","0.02197802197802198","0.90382756159211384121"
"Glen Hollow Apartments","Kilgore","TX","75662","Multifamily","Garden","1976",124,"0.919","950.69","755646.16","714255.34","12050000","32.38368","-94.83603","1339","76292",11890808,10747240,"Texas","0.05927430207468879668","17","1428.4425318633879781","-0.33445694958421947788","0.14953442038483720443","0.11538461538461539","0.90382756159211384121"
"Village Of Hawks Creek","Westworth Village","TX","76114","Multifamily","Garden","2005",312,"0.917","1376","2724398.97","3508719","60100000","32.76092","-97.42505","1339","76292",11890808,10747240,"Texas","0.05838134775374376040","18","1428.4425318633879781","-0.03671308484141623616","0.21643160488648875374","0.5824175824175825","0.90382756159211384121"
"Hidden Creek Apartment Homes","Lewisville","TX","75077","Multifamily","Garden","1999",362,"0.931","1516","3624850.35","3749114.2","65100000","33.04741","-97.02546","1339","76292",11890808,10747240,"Texas","0.05759007987711213518","19","1428.4425318633879781","0.06129575827064897237","0.23845226236040476066","0.7087912087912088","0.90382756159211384121"
"Steeplechase Apartment Homes","Alvin","TX","77511","Multifamily","Garden","1974",171,"0.965","1032","1104889.74","1087478.81","19000000",NULL,NULL,"1339","76292",11890808,10747240,"Texas","0.05723572684210526316","20","1428.4425318633879781","-0.27753481363106217712","0.16232370366486656530","0.18681318681318682","0.90382756159211384121"
"Carmel Apartment Homes","Laredo","TX","78045","Multifamily","Garden","2005",385,"0.961","1280.28","3340533.1","3325458.11","58400000",NULL,NULL,"1339","76292",11890808,10747240,"Texas","0.05694277585616438356","21","1428.4425318633879781","-0.10372313100346539159","0.20137576679075132386","0.44505494505494503","0.90382756159211384121"
"Casa Bella","Dallas","TX","75228","Multifamily","Garden","1974",176,"1","1190.68","1369586.55","1348151.67","24000000","32.80968","-96.68354","1339","76292",11890808,10747240,"Texas","0.05617298625000000000","22","1428.4425318633879781","-0.16644879059518712505","0.18728254600744507943","0.34065934065934067","0.90382756159211384121"
"Costa Azure","Austin","TX","78758","Multifamily","Garden","1971",240,"0.842","1644","2861343.69","2572247","46000000","30.37239","-97.71175","1339","76292",11890808,10747240,"Texas","0.05591841304347826087","23","1428.4425318633879781","0.15090384340168002017","0.25858543490798510984","0.8021978021978022","0.90382756159211384121"
"Crossings Apartments","Garland","TX","75042","Multifamily","Garden","1969",152,"0.9737","1130.9","1066578.453","1018539.14","18300000",NULL,NULL,"1339","76292",11890808,10747240,"Texas","0.05565787650273224044","24","1428.4425318633879781","-0.20829856660403896910","0.17787972526608294448","0.2802197802197802","0.90382756159211384121"
"Morgan Place Apartments","Irving","TX","75062","Multifamily","Garden","1968",142,"0.972","1170","1188741.71","1125324.33","20300000","32.85074","-96.97842","1339","76292",11890808,10747240,"Texas","0.05543469605911330049","25","1428.4425318633879781","-0.18092609684916932871","0.18402978031772662927","0.32967032967032966","0.90382756159211384121"
"Sierra Heights","Irving","TX","75061","Multifamily","Garden","1968",136,"0.926","1348","890966.08","986467","17800000","32.83076","-96.91777","1339","76292",11890808,10747240,"Texas","0.05541949438202247191","26","1428.4425318633879781","-0.05631485346382927787","0.21202747339170555235","0.5494505494505495","0.90382756159211384121"
"Bel Air Springs","Abilene","TX","79605","Multifamily","Garden","1978",128,"0.914","793.81","627844.17","597729.21","10800000","32.4385","-99.78751","1339","76292",11890808,10747240,"Texas","0.05534529722222222222","27","1428.4425318633879781","-0.44428285892293940583","0.12485870078120903896","0.04945054945054945","0.90382756159211384121"
"Rolling Hills Townhomes","Fredericksburg","TX","78624","Multifamily","Garden","2018",48,"0.979","1743","573034.62","584093","10650000","30.28766","-98.85836","1339","76292",11890808,10747240,"Texas","0.05484441314553990610","28","1428.4425318633879781","0.22021009674521184620","0.27415718555025428616","0.8736263736263736","0.90382756159211384121"
"Wildwood MHC","Lubbock","TX","79403","Multifamily","Manufactured Housing Community","1960",236,"0.894","378","723881.91","705945.57","12900000","33.59292","-101.75184","1339","76292",11890808,10747240,"Texas","0.05472446279069767442","29","1428.4425318633879781","-0.73537612359742393697","0.05945577517957321869","0.005494505494505495","0.90382756159211384121"
"Imperial Landing","Houston","TX","77060","Multifamily","Garden","1981",264,"0.951","782.75","1126433.42","1195038.62","21900000","29.93273","-95.39547","1339","76292",11890808,10747240,"Texas","0.05456797351598173516","30","1428.4425318633879781","-0.45202555752879255731","0.12311906884076967441","0.04395604395604396","0.90382756159211384121"
"The Regent (f/k/a Summer Villas)","Dallas","TX","75252","Multifamily","Garden","1983",460,"0.911","1290","3965446.37","3937466","72200000","32.99338","-96.80033","1339","76292",11890808,10747240,"Texas","0.05453554016620498615","31","1428.4425318633879781","-0.09691851703882772140","0.20290462958108320663","0.46153846153846156","0.90382756159211384121"
"Granite Apartments","Amarillo","TX","79109","Multifamily","Garden","1964",363,"0.978","662.37","1634446.42","1297646.66","23800000","35.17854","-101.88636","1339","76292",11890808,10747240,"Texas","0.05452296890756302521","32","1428.4425318633879781","-0.53629916134186691304","0.10418444922141246789","0.027472527472527472","0.90382756159211384121"
"The Oaks Of Lake Jackson","Lake Jackson","TX","77566","Multifamily","Garden","1985",144,"0.931","1074","976441.52","1061819","19600000","29.01865","-95.43711","1339","76292",11890808,10747240,"Texas","0.05417443877551020408","33","1428.4425318633879781","-0.24813216069744261456","0.16892990090704136738","0.23076923076923078","0.90382756159211384121"
"Arbor Trails (f/k/a Bowman's Walk Apartments)","Round Rock","TX","78664","Multifamily","Garden","1984",100,"0.97","1268.92","821959.54","880278.43","16300000","30.52503","-97.68496","1339","76292",11890808,10747240,"Texas","0.05400481165644171779","34","1428.4425318633879781","-0.11167584855884439709","0.19958894772715356787","0.4230769230769231","0.90382756159211384121"
"Allura","Irving","TX","75039","Multifamily","Garden","2002",288,"0.972","1704.68","3776392.1","3839377.09","71400000","32.89715","-96.95552","1339","76292",11890808,10747240,"Texas","0.05377278837535014006","35","1428.4425318633879781","0.19338367625910942626","0.26812981701882241913","0.8461538461538461","0.90382756159211384121"
"The Logan (f/k/a Meadows Of Bedford)","Bedford","TX","76021","Multifamily","Garden","1982",490,"0.933","1329.16","3763366.68","4109519","76600000","32.84037","-97.14464","1339","76292",11890808,10747240,"Texas","0.05364907310704960836","36","1428.4425318633879781","-0.06950404349405291022","0.20906412205735856971","0.5054945054945055","0.90382756159211384121"
"University Square Apartments","College Station","TX","77840","Multifamily","Student","1981",192,"0.995","717.4","855697.77","833890.22","15600000","30.6271","-96.3281","1339","76292",11890808,10747240,"Texas","0.05345450128205128205","37","1428.4425318633879781","-0.49777468536717442429","0.11284014051276673832","0.03296703296703297","0.90382756159211384121"
"Laurel Heights At Cityview (f/k/a Remington Hill)","Fort Worth","TX","76132","Multifamily","Garden","1986",440,"0.911","1335.98","3206713.34","3400020","63800000","32.6759","-97.414","1339","76292",11890808,10747240,"Texas","0.05329184952978056426","38","1428.4425318633879781","-0.06472961270816516220","0.21013684265715933519","0.5164835164835165","0.90382756159211384121"
"Brandon Oaks","Cypress","TX","77429","Multifamily","Garden","1984",196,"0.944","1107.28","1174099.33","1251607.44","23500000","29.95877","-95.58733","1339","76292",11890808,10747240,"Texas","0.05325989106382978723","39","1428.4425318633879781","-0.22483405856337454214","0.17416452576941225817","0.2692307692307692","0.90382756159211384121"
"Candlewood","Corpus Christi","TX","78412","Multifamily","Garden","1982",288,"0.9409","965.79","1698164.05","1617564","30400000","27.69525","-97.36315","1339","76292",11890808,10747240,"Texas","0.05320934210526315789","40","1428.4425318633879781","-0.32388599579141815896","0.15190950558380957374","0.13186813186813187","0.90382756159211384121"
"Ventana Apartments","San Antonio","TX","78230","Multifamily","Garden","1994",390,"0.949","1560","3789648.01","3549333","66800000","29.54797","-98.57684","1339","76292",11890808,10747240,"Texas","0.05313372754491017964","41","1428.4425318633879781","0.09209853753444089505","0.24537304042363550569","0.7527472527472527","0.90382756159211384121"
"The Bay Club","Corpus Christi","TX","78418","Multifamily","Garden","1980",248,"0.944","912","1421959.37","1312193","24900000","27.67581","-97.29792","1339","76292",11890808,10747240,"Texas","0.05269851405622489960","42","1428.4425318633879781","-0.36154239344140378443","0.14344885440150998794","0.09340659340659341","0.90382756159211384121"
"The Reserve At Bellfort","Houston","TX","77061","Multifamily","Garden","1955",204,"0.951","947.01","1102178.42","975954.17","18600000","29.67491","-95.269","1339","76292",11890808,10747240,"Texas","0.05247065430107526882","43","1428.4425318633879781","-0.33703318203173662050","0.14895559167409426939","0.10989010989010989","0.90382756159211384121"
"Coronado Villas","Denton","TX","76209","Multifamily","Garden","1974",128,"0.914","1277.19","1050643.87","1070023","20400000",NULL,NULL,"1339","76292",11890808,10747240,"Texas","0.05245210784313725490","44","1428.4425318633879781","-0.10588632618358168798","0.20088973942221989199","0.43956043956043955","0.90382756159211384121"
"91 Fifty Apartments","Houston","TX","77095","Multifamily","Garden","2015",210,"0.952","1281","2495455.52","2401073","45900000","29.91056","-95.62653","1339","76292",11890808,10747240,"Texas","0.05231095860566448802","45","1428.4425318633879781","-0.10321908552460334195","0.20148901588633146333","0.45054945054945056","0.90382756159211384121"
"Windy Shores","Aransas Pass","TX","78336","Multifamily","Garden","2003",155,"0.955","1452.63","1713350.34","1715577.73","32800000","27.91588","-97.17678","1339","76292",11890808,10747240,"Texas","0.05230419908536585366","46","1428.4425318633879781","0.01693275549913774191","0.22848476904524720810","0.6538461538461539","0.90382756159211384121"
"Bel Air On 25th","Abilene","TX","79605","Multifamily","Garden","1970",119,"0.891","881.09","636926","580277.19","11100000","32.4193","-99.75791","1339","76292",11890808,10747240,"Texas","0.05227722432432432432","47","1428.4425318633879781","-0.38318134587421761012","0.13858700781209038956","0.07142857142857142","0.90382756159211384121"
"Rustic Oaks","Wylie","TX","75098","Multifamily","Garden","1987",152,"0.888","1300","1010330.64","1114414","21500000","33.01207","-96.54309","1339","76292",11890808,10747240,"Texas","0.05183320930232558140","48","1428.4425318633879781","-0.08991788538796592079","0.20447753368636292141","0.4725274725274725","0.90382756159211384121"
"Valencia Place","Houston","TX","77054","Multifamily","Garden","2013",246,"0.935","1579.64","2624151.7","2681592.14","52100000","29.67187","-95.42793","1339","76292",11890808,10747240,"Texas","0.05147009865642994242","49","1428.4425318633879781","0.10584777809673347144","0.24846222408640486552","0.7582417582417582","0.90382756159211384121"
"Springfield Apartments","Lubbock","TX","79416","Multifamily","Garden","2003",208,"0.938","1006.923077","1304738.74","1215288.41","23620000","33.58668","-101.95725","1339","76292",11890808,10747240,"Texas","0.05145166850127011008","50","1428.4425318633879781","-0.29509024371706460287","0.15837934415141823520","0.17032967032967034","0.90382756159211384121"
"Northchase Apartments","Austin","TX","78753","Multifamily","Garden","1983",120,"0.917","1512","1122013.77","1172242","22800000","30.36199","-97.69467","1339","76292",11890808,10747240,"Texas","0.05141412280701754386","51","1428.4425318633879781","0.05849550561030425212","0.23782310071829287474","0.7032967032967034","0.90382756159211384121"
"Lodge At Guadalupe","New Braunfels","TX","78130","Multifamily","Garden","2005",308,"0.951","1275","3114405.7","3024697.1","59000000","29.72694","-98.1163","1339","76292",11890808,10747240,"Texas","0.05126605254237288136","52","1428.4425318633879781","-0.10741946451512042232","0.20054527342316363446","0.42857142857142855","0.90382756159211384121"
"Bel Lindo Apartments","Houston","TX","77035","Multifamily","Garden","1975",252,"0.964285714","924.38","1363377.03","1285441.47","25100000","29.65707","-95.49978","1339","76292",11890808,10747240,"Texas","0.05121280756972111554","53","1428.4425318633879781","-0.35287561145763687528","0.14539610968384627484","0.0989010989010989","0.90382756159211384121"
"Sandstone Apartments","Waco","TX","76710","Multifamily","Garden","1985",256,"0.941","997","1866622.44","1394081.79","27400000","31.52628","-97.18326","1339","76292",11890808,10747240,"Texas","0.05087889744525547445","54","1428.4425318633879781","-0.30203702440907847925","0.15681853929638756357","0.15384615384615385","0.90382756159211384121"
"Heritage At Lakeside","Plano","TX","75093","Multifamily","Garden","1999",181,"0.967","2599","3843175.62","3779315.53","74300000","33.05555","-96.80038","1339","76292",11890808,10747240,"Texas","0.05086561951547779273","55","1428.4425318633879781","0.81946416605898197835","0.40879777696219787134","0.967032967032967","0.90382756159211384121"
"Oakwood Crossing","College Station","TX","77845","Multifamily","Garden","2017",266,"0.981","1405.57","2649214.73","2783631.02","54900000","30.63804","-96.29392","1339","76292",11890808,10747240,"Texas","0.05070366156648451730","56","1428.4425318633879781","-0.01601221704981789176","0.22108268232580087034","0.6153846153846154","0.90382756159211384121"
"The Rice","Houston","TX","77002","Multifamily","High Rise","1913",310,"0.935","1816.61","3075650.35","2804352.96","55500000","29.76053","-95.36329","1339","76292",11890808,10747240,"Texas","0.05052888216216216216","57","1428.4425318633879781","0.27174174632720556048","0.28573533266921826666","0.9285714285714286","0.90382756159211384121"
"Avalon 8801","Irving","TX","75063","Multifamily","Garden","1986",212,"0.953","1602","2494718.45","2372902.98","47050000","32.929","-96.95548","1339","76292",11890808,10747240,"Texas","0.05043364463336875664","58","1428.4425318633879781","0.12150119046806045761","0.25197923766581030776","0.7692307692307693","0.90382756159211384121"
"Collective On Riverside","Austin","TX","78741","Multifamily","Garden","1997",270,"0.967","1681.59","2629616.4","2519122.09","50000000","30.2365","-97.71777","1339","76292",11890808,10747240,"Texas","0.05038244180000000000","59","1428.4425318633879781","0.17721921777726952866","0.26449798143973155770","0.8241758241758241","0.90382756159211384121"
"Rosemary Apartments","Conroe","TX","77384","Multifamily","Garden","2005",384,"0.9401","1287.23","3303699.88","3280008.55","65200000","30.23657","-95.46739","1339","76292",11890808,10747240,"Texas","0.05030687960122699387","60","1428.4425318633879781","-0.09885769200611644017","0.20246893514392072563","0.45604395604395603","0.90382756159211384121"
"Cortland Craig Ranch","McKinney","TX","75070","Multifamily","Garden","2018",270,"0.952","2057.37","3686201.64","3852094","76600000","33.16772","-96.7239","1339","76292",11890808,10747240,"Texas","0.05028843342036553525","61","1428.4425318633879781","0.44028895395335427195","0.32360457190793267970","0.945054945054945","0.90382756159211384121"
"Bel Air Estates","Abilene","TX","79605","Multifamily","Garden","1972",94,"0.968","936.33","409649.02","446983.17","8900000","32.41726","-99.76985","1339","76292",11890808,10747240,"Texas","0.05022282808988764045","62","1428.4425318633879781","-0.34450985663485702355","0.14727573008965553400","0.1043956043956044","0.90382756159211384121"
"Timber Canyon","Spring","TX","77379","Multifamily","Garden","1979",174,"0.914","1006.21","1115106.98","899756.5","18000000","30.01553","-95.51979","1339","76292",11890808,10747240,"Texas","0.04998647222222222222","63","1428.4425318633879781","-0.29558944265863476089","0.15826718397735018088","0.16483516483516483","0.90382756159211384121"
"Indian Creek Apartments","Georgetown","TX","78628","Multifamily","Garden","1985",240,"0.921","1362.57","1962243.49","2173115","43700000","30.61375","-97.69193","1339","76292",11890808,10747240,"Texas","0.04972803203661327231","64","1428.4425318633879781","-0.04611493314852363438","0.21431919467309809679","0.5714285714285714","0.90382756159211384121"
